datetime,actual,spci_actual,predicted,spci_predicted,lower bound,upper bound
2022-07-02T00:00:00.000000000,267.97,267.97,260.66673,260.66673,250.84854,273.03001
2022-07-02T01:00:00.000000000,266.6,266.6,256.41462,256.41462,247.14556,269.74175
2022-07-02T02:00:00.000000000,277.27,277.27,250.39186,250.39186,239.34737,269.9281
2022-07-02T03:00:00.000000000,280.01,280.01,242.10377,242.10377,246.10956,276.47924
2022-07-02T04:00:00.000000000,274.49,274.49,235.5597,235.5597,240.75171,271.23194
2022-07-02T05:00:00.000000000,266.1,266.1,232.36703,232.36703,237.14681,266.92714
2022-07-02T06:00:00.000000000,258.39,258.39,230.93441,230.93441,236.01924,266.61563
2022-07-02T07:00:00.000000000,254.36,254.36,231.72184,231.72184,235.91806,266.13315
2022-07-02T08:00:00.000000000,244.63,244.63,233.98675,233.98675,239.40002,269.83015
2022-07-02T09:00:00.000000000,244.63,244.63,237.5296,237.52959,229.23746,255.6485
2022-07-02T10:00:00.000000000,241.47,241.47,242.25813,242.25814,233.29181,256.36001
2022-07-02T11:00:00.000000000,239.56,239.56,247.42272,247.42272,238.02786,259.78014
2022-07-02T12:00:00.000000000,250.81,250.81,250.36487,250.36487,224.7702,249.61828
2022-07-02T13:00:00.000000000,256.11,256.11,252.81058,252.81058,243.42891,265.71586
2022-07-02T14:00:00.000000000,258.3,258.3,254.05353,254.05353,244.87017,267.38038
2022-07-02T15:00:00.000000000,259.54,259.54,254.30295,254.30295,245.07219,267.51217
2022-07-02T16:00:00.000000000,257.92,257.92,253.48278,253.48278,244.56458,267.09398
2022-07-02T17:00:00.000000000,261.74,261.74,253.41016,253.41016,244.14319,266.79098
2022-07-02T18:00:00.000000000,261.29,261.29,253.46671,253.46671,244.21553,266.03564
2022-07-02T19:00:00.000000000,262.79,262.79,254.33047,254.33047,245.06887,267.60549
2022-07-02T20:00:00.000000000,265.62,265.62,254.76594,254.76594,245.49803,268.2026
2022-07-02T21:00:00.000000000,262.07,262.07,254.60439,254.60439,246.81204,279.14489
2022-07-02T22:00:00.000000000,258.75,258.75,254.77541,254.7754,245.4725,267.93558
2022-07-02T23:00:00.000000000,263.34,263.34,254.37705,254.37705,245.34645,267.89947
2022-07-03T00:00:00.000000000,270.18,270.18,253.53564,253.53564,244.37266,267.01212
2022-07-03T01:00:00.000000000,272.92,272.92,252.09984,252.09984,257.04639,286.48693
2022-07-03T02:00:00.000000000,268.64,268.64,250.23002,250.23002,254.5096,284.46612
2022-07-03T03:00:00.000000000,260.79,260.79,246.48536,246.48536,251.22424,280.55274
2022-07-03T04:00:00.000000000,254.79,254.79,244.19689,244.19689,249.40837,278.29559
2022-07-03T05:00:00.000000000,246.67,246.67,244.68222,244.68222,236.89759,269.02296
2022-07-03T06:00:00.000000000,239.62,239.62,245.68999,245.68999,236.43536,259.08668
2022-07-03T07:00:00.000000000,235.91,235.91,247.41634,247.41634,221.872,247.22084
2022-07-03T08:00:00.000000000,237.51,237.51,249.47518,249.47518,223.75648,248.89277
2022-07-03T09:00:00.000000000,239.96,239.96,251.71124,251.71124,226.11781,251.31528
2022-07-03T10:00:00.000000000,236.28,236.28,253.88078,253.88077,228.43212,253.29648
2022-07-03T11:00:00.000000000,235.81,235.81,256.07098,256.07098,230.52647,255.7208
2022-07-03T12:00:00.000000000,240.16,240.16,256.60253,256.60253,231.21394,256.38717
2022-07-03T13:00:00.000000000,243.01,243.01,257.2526,257.2526,231.56588,257.04097
2022-07-03T14:00:00.000000000,246.77,246.77,257.03472,257.03472,231.36616,256.31179
2022-07-03T15:00:00.000000000,239.07,239.07,256.09585,256.09584,230.51753,255.33132
2022-07-03T16:00:00.000000000,238.38,238.38,254.50385,254.50386,228.84762,254.14756
2022-07-03T17:00:00.000000000,240.68,240.68,253.4357,253.4357,227.99659,253.00076
