datetime,actual,spci_actual,predicted,spci_predicted,lower bound,upper bound
2022-07-02T00:00:00.000000000,312.21,312.21,312.72297,312.72297,262.70007,362.30673
2022-07-02T01:00:00.000000000,307.63,307.63,313.24392,313.24392,259.27406,357.10332
2022-07-02T02:00:00.000000000,316.77,316.77,309.75609,309.75609,254.85028,346.0974
2022-07-02T03:00:00.000000000,308.66,308.66,302.60718,302.60718,274.43499,370.69352
2022-07-02T04:00:00.000000000,293.95,293.95,292.24073,292.24073,251.17921,359.07411
2022-07-02T05:00:00.000000000,282.36,282.36,280.9721,280.9721,227.70744,340.25611
2022-07-02T06:00:00.000000000,267.25,267.25,272.70883,272.70883,222.60599,322.26476
2022-07-02T07:00:00.000000000,272.68,272.68,269.06767,269.06768,212.08503,306.0518
2022-07-02T08:00:00.000000000,277.8,277.8,269.61774,269.61774,219.74137,331.34224
2022-07-02T09:00:00.000000000,276.49,276.49,273.73335,273.73335,249.7414,348.77259
2022-07-02T10:00:00.000000000,288.74,288.74,281.87899,281.87899,231.86109,334.43668
2022-07-02T11:00:00.000000000,298.93,298.93,293.84248,293.84248,254.0335,361.9949
2022-07-02T12:00:00.000000000,308.74,308.74,306.78453,306.78453,258.35297,367.40846
2022-07-02T13:00:00.000000000,309.66,309.66,318.05658,318.05658,269.40638,375.38919
2022-07-02T14:00:00.000000000,289.55,289.55,327.38281,327.38281,272.82421,364.22732
2022-07-02T15:00:00.000000000,279.62,279.62,335.0583,335.05832,211.61243,342.36262
2022-07-02T16:00:00.000000000,289.53,289.53,338.47287,338.47287,232.96717,367.24292
2022-07-02T17:00:00.000000000,307.63,307.63,339.07444,339.07444,220.92547,348.82828
2022-07-02T18:00:00.000000000,322.43,322.43,337.37055,337.37053,232.51547,368.49387
2022-07-02T19:00:00.000000000,331.57,331.57,334.47997,334.47997,278.43416,371.14447
2022-07-02T20:00:00.000000000,331.09,331.09,331.57078,331.57078,276.64948,372.95077
2022-07-02T21:00:00.000000000,317.3,317.3,329.55051,329.55051,281.07867,382.06361
2022-07-02T22:00:00.000000000,306.73,306.73,329.37084,329.37084,272.50411,366.14486
2022-07-02T23:00:00.000000000,291.54,291.54,331.30732,331.30732,278.8743,375.72893
2022-07-03T00:00:00.000000000,289.01,289.01,283.75998,283.75999,176.81689,306.19072
2022-07-03T01:00:00.000000000,295.7,295.7,288.22931,288.22931,239.80622,347.47502
2022-07-03T02:00:00.000000000,306.41,306.41,287.79615,287.79615,262.42154,359.69804
2022-07-03T03:00:00.000000000,310.67,310.67,283.75012,283.75012,254.59712,352.19775
2022-07-03T04:00:00.000000000,311.41,311.41,278.50217,278.50217,253.30908,351.18641
2022-07-03T05:00:00.000000000,310.62,310.62,274.51572,274.51572,249.03005,344.45899
2022-07-03T06:00:00.000000000,301.36,301.36,273.9112,273.9112,247.66452,380.9768
2022-07-03T07:00:00.000000000,295.25,295.25,276.00625,276.00626,250.67256,350.3256
2022-07-03T08:00:00.000000000,293.51,293.51,279.67529,279.67529,250.43341,347.89546
2022-07-03T09:00:00.000000000,298.44,298.44,284.93298,284.93298,255.68185,352.31745
2022-07-03T10:00:00.000000000,305.97,305.97,292.40733,292.40733,262.97781,360.70402
2022-07-03T11:00:00.000000000,304.09,304.09,301.88321,301.88321,272.43968,370.1792
2022-07-03T12:00:00.000000000,310.2,310.2,309.89769,309.89769,256.03238,352.2904
2022-07-03T13:00:00.000000000,300.5,300.5,313.91874,313.91874,265.29748,363.09527
2022-07-03T14:00:00.000000000,274.14,274.14,313.35987,313.35987,258.821,350.03661
2022-07-03T15:00:00.000000000,260.53,260.53,311.04635,311.04635,192.84131,323.30754
2022-07-03T16:00:00.000000000,272.8,272.8,306.93801,306.93801,183.49211,315.74869
2022-07-03T17:00:00.000000000,283.5,283.5,302.86012,302.86012,179.41422,310.56716
2022-07-03T18:00:00.000000000,283.51,283.51,299.17221,299.17221,237.01985,335.06577
2022-07-03T19:00:00.000000000,285.69,285.69,296.78398,296.78398,242.14864,335.71045
2022-07-03T20:00:00.000000000,282.32,282.32,296.54321,296.54321,240.24225,337.79393
2022-07-03T21:00:00.000000000,280.4,280.4,299.40338,299.40338,242.70698,343.25664
2022-07-03T22:00:00.000000000,276.76,276.76,305.27477,305.27477,249.2139,343.0131
2022-07-03T23:00:00.000000000,269.15,269.15,312.83909,312.83909,208.45543,347.639
2022-07-04T00:00:00.000000000,268.18,268.18,266.2272,266.22719,148.02011,280.0417
2022-07-04T01:00:00.000000000,280.19,280.19,258.3068,258.30678,207.19917,310.38346
2022-07-04T02:00:00.000000000,292.11,292.11,247.54487,247.54487,218.15599,315.05734
2022-07-04T03:00:00.000000000,305.87,305.87,237.29258,237.29256,208.05539,324.6089
2022-07-04T04:00:00.000000000,310.38,310.38,228.12133,228.12131,240.02917,367.617
2022-07-04T05:00:00.000000000,309.21,309.21,221.55383,221.55382,221.80963,356.82908
2022-07-04T06:00:00.000000000,296.74,296.74,218.56151,218.56151,232.51668,358.0572
2022-07-04T07:00:00.000000000,284.35,284.35,219.84655,219.84653,231.98205,359.34222
2022-07-04T08:00:00.000000000,275.08,275.08,224.88972,224.88972,234.85522,364.38541
2022-07-04T09:00:00.000000000,264.97,264.97,232.90542,232.90542,203.75004,343.99075
2022-07-04T10:00:00.000000000,258.1,258.1,242.37913,242.37912,217.07241,314.81566
2022-07-04T11:00:00.000000000,258.34,258.34,249.8937,249.89368,220.58853,317.2289
2022-07-04T12:00:00.000000000,265.23,265.23,251.96066,251.96065,223.90086,318.64464
2022-07-04T13:00:00.000000000,266.04,266.04,247.33568,247.33568,217.9636,314.93257
2022-07-04T14:00:00.000000000,235.59,235.59,238.21073,238.21072,212.72051,309.35833
2022-07-04T15:00:00.000000000,212.3,212.3,231.08793,231.08792,177.77008,278.95545
2022-07-04T16:00:00.000000000,226.39,226.39,225.22821,225.2282,161.20616,260.97219
2022-07-04T17:00:00.000000000,247.1,247.1,220.91451,220.9145,170.89552,274.44443
2022-07-04T18:00:00.000000000,262.24,262.24,219.20901,219.209,189.8312,287.31616
2022-07-04T19:00:00.000000000,270.87,270.87,219.27841,219.2784,197.53594,334.05007
2022-07-04T20:00:00.000000000,277.96,277.96,220.67277,220.67276,214.15319,356.11492
2022-07-04T21:00:00.000000000,279.52,279.52,223.01178,223.01177,230.30405,362.50746
2022-07-04T22:00:00.000000000,275.3,275.3,225.04041,225.0404,226.62677,360.34929
2022-07-04T23:00:00.000000000,270.98,270.98,226.94606,226.94605,208.16672,353.1903
2022-07-05T00:00:00.000000000,270.77,270.77,253.30211,253.30211,227.90338,365.54577
2022-07-05T01:00:00.000000000,275.2,275.2,248.72434,248.72433,223.69094,321.24219
2022-07-05T02:00:00.000000000,280.23,280.23,241.41517,241.41516,216.346,314.12505
2022-07-05T03:00:00.000000000,283.03,283.03,232.37921,232.37921,205.14496,303.61888
2022-07-05T04:00:00.000000000,276.85,276.85,222.15137,222.15137,212.34865,352.88651
2022-07-05T05:00:00.000000000,261.51,261.51,212.29557,212.29556,222.10634,351.79125
2022-07-05T06:00:00.000000000,241.93,241.93,205.1971,205.1971,176.48128,318.5641
2022-07-05T07:00:00.000000000,244.34,244.34,202.9552,202.95517,175.87905,317.36347
2022-07-05T08:00:00.000000000,248.46,248.46,206.81705,206.81705,177.37657,296.99004
2022-07-05T09:00:00.000000000,247.18,247.18,216.20478,216.20476,188.97246,309.87602
2022-07-05T10:00:00.000000000,244.84,244.84,228.2732,228.27321,202.8445,296.15237
2022-07-05T11:00:00.000000000,249.54,249.54,238.98265,238.98265,209.77688,307.56842
2022-07-05T12:00:00.000000000,253.7,253.7,245.09753,245.09752,214.97212,311.97297
2022-07-05T13:00:00.000000000,255.96,255.96,247.28207,247.28207,222.18237,319.95394
2022-07-05T14:00:00.000000000,231.96,231.96,247.28815,247.28815,222.16154,319.90811
2022-07-05T15:00:00.000000000,219.23,219.23,248.12882,248.12882,191.30686,288.07373
2022-07-05T16:00:00.000000000,235.56,235.56,247.85933,247.85933,164.82514,300.02744
2022-07-05T17:00:00.000000000,255.83,255.83,246.79456,246.79456,191.7937,288.24057
2022-07-05T18:00:00.000000000,280.35,280.35,245.9412,245.9412,220.67342,317.89361
2022-07-05T19:00:00.000000000,295.45,295.45,246.94086,246.94086,216.9047,313.94958
2022-07-05T20:00:00.000000000,300.33,300.33,250.90535,250.90535,234.07295,377.7498
2022-07-05T21:00:00.000000000,301.56,301.56,256.66138,256.66138,235.63417,381.96537
2022-07-05T22:00:00.000000000,301.68,301.68,260.37246,260.37246,235.05711,373.36756
2022-07-05T23:00:00.000000000,306.31,306.31,261.6297,261.6297,236.85632,333.95852
2022-07-06T00:00:00.000000000,307.36,307.36,298.62722,298.62722,273.31642,417.05534
2022-07-06T01:00:00.000000000,303.47,303.47,288.10851,288.10852,258.96473,356.69848
2022-07-06T02:00:00.000000000,316.01,316.01,273.04685,273.04685,245.29439,343.50894
2022-07-06T03:00:00.000000000,312.67,312.67,257.9925,257.99252,232.57183,347.85724
2022-07-06T04:00:00.000000000,308.92,308.92,245.47597,245.47597,248.34855,376.85798
