datetime,actual,spci_actual,predicted,spci_predicted,lower bound,upper bound
2022-07-02T00:00:00.000000000,312.21,312.21,312.72297,312.72297,271.63311,335.56637
2022-07-02T01:00:00.000000000,307.63,307.63,313.24392,313.24392,267.11958,331.78436
2022-07-02T02:00:00.000000000,316.77,316.77,309.75609,309.75609,265.56997,327.58013
2022-07-02T03:00:00.000000000,308.66,308.66,302.60718,302.60718,291.63876,359.87098
2022-07-02T04:00:00.000000000,293.95,293.95,292.24073,292.24073,265.77013,344.42899
2022-07-02T05:00:00.000000000,282.36,282.36,280.9721,280.9721,237.71911,317.1317
2022-07-02T06:00:00.000000000,267.25,267.25,272.70883,272.70883,227.22952,304.0644
2022-07-02T07:00:00.000000000,272.68,272.68,269.06767,269.06768,225.45928,290.98304
2022-07-02T08:00:00.000000000,277.8,277.8,269.61774,269.61774,236.50148,319.64692
2022-07-02T09:00:00.000000000,276.49,276.49,273.73335,273.73335,260.29755,329.74328
2022-07-02T10:00:00.000000000,288.74,288.74,281.87899,281.87899,245.57079,323.18515
2022-07-02T11:00:00.000000000,298.93,298.93,293.84248,293.84248,284.13834,351.64673
2022-07-02T12:00:00.000000000,308.74,308.74,306.78453,306.78453,270.70453,351.06408
2022-07-02T13:00:00.000000000,309.66,309.66,318.05658,318.05658,281.32324,364.05236
2022-07-02T14:00:00.000000000,289.55,289.55,327.38281,327.38281,284.53447,348.51618
2022-07-02T15:00:00.000000000,279.62,279.62,335.0583,335.05832,230.4567,327.12195
2022-07-02T16:00:00.000000000,289.53,289.53,338.47287,338.47287,233.96786,330.95686
2022-07-02T17:00:00.000000000,307.63,307.63,339.07444,339.07444,234.2407,329.97431
2022-07-02T18:00:00.000000000,322.43,322.43,337.37055,337.37053,244.34738,344.16907
2022-07-02T19:00:00.000000000,331.57,331.57,334.47997,334.47997,288.94396,351.53665
2022-07-02T20:00:00.000000000,331.09,331.09,331.57078,331.57078,291.41252,362.4836
2022-07-02T21:00:00.000000000,317.3,317.3,329.55051,329.55051,284.21379,355.54163
2022-07-02T22:00:00.000000000,306.73,306.73,329.37084,329.37084,285.16151,348.19044
2022-07-02T23:00:00.000000000,291.54,291.54,331.30732,331.30732,285.84221,348.9268
2022-07-03T00:00:00.000000000,289.01,289.01,283.75998,283.75999,179.34143,274.36264
2022-07-03T01:00:00.000000000,295.7,295.7,288.22931,288.22931,250.99528,333.53513
2022-07-03T02:00:00.000000000,306.41,306.41,287.79615,287.79615,277.91492,344.90596
2022-07-03T03:00:00.000000000,310.67,310.67,283.75012,283.75012,272.11167,341.03773
2022-07-03T04:00:00.000000000,311.41,311.41,278.50217,278.50217,267.08484,334.51617
2022-07-03T05:00:00.000000000,310.62,310.62,274.51572,274.51572,263.75409,332.1622
2022-07-03T06:00:00.000000000,301.36,301.36,273.9112,273.9112,262.39631,330.84328
2022-07-03T07:00:00.000000000,295.25,295.25,276.00625,276.00626,264.85391,333.29649
2022-07-03T08:00:00.000000000,293.51,293.51,279.67529,279.67529,268.05933,335.67744
2022-07-03T09:00:00.000000000,298.44,298.44,284.93298,284.93298,273.18878,341.71649
2022-07-03T10:00:00.000000000,305.97,305.97,292.40733,292.40733,282.39411,349.84431
2022-07-03T11:00:00.000000000,304.09,304.09,301.88321,301.88321,290.50338,359.50791
2022-07-03T12:00:00.000000000,310.2,310.2,309.89769,309.89769,273.52149,355.17476
2022-07-03T13:00:00.000000000,300.5,300.5,313.91874,313.91874,273.13552,337.07184
2022-07-03T14:00:00.000000000,274.14,274.14,313.35987,313.35987,263.37673,330.81876
2022-07-03T15:00:00.000000000,260.53,260.53,311.04635,311.04635,206.57297,298.40191
2022-07-03T16:00:00.000000000,272.8,272.8,306.93801,306.93801,202.55261,297.52276
2022-07-03T17:00:00.000000000,283.5,283.5,302.86012,302.86012,205.61045,303.80134
2022-07-03T18:00:00.000000000,283.51,283.51,299.17221,299.17221,257.0049,320.87791
2022-07-03T19:00:00.000000000,285.69,285.69,296.78398,296.78398,250.96692,314.63847
2022-07-03T20:00:00.000000000,282.32,282.32,296.54321,296.54321,251.08422,314.90867
2022-07-03T21:00:00.000000000,280.4,280.4,299.40338,299.40338,258.4145,321.68219
2022-07-03T22:00:00.000000000,276.76,276.76,305.27477,305.27477,264.62074,327.63266
2022-07-03T23:00:00.000000000,269.15,269.15,312.83909,312.83909,262.00335,339.62716
2022-07-04T00:00:00.000000000,268.18,268.18,266.2272,266.22719,161.64433,258.62883
2022-07-04T01:00:00.000000000,280.19,280.19,258.3068,258.30678,219.84335,302.95465
2022-07-04T02:00:00.000000000,292.11,292.11,247.54487,247.54487,235.95997,305.19685
2022-07-04T03:00:00.000000000,305.87,305.87,237.29258,237.29256,225.65087,331.52516
2022-07-04T04:00:00.000000000,310.38,310.38,228.12133,228.12131,251.48148,351.11888
2022-07-04T05:00:00.000000000,309.21,309.21,221.55383,221.55382,248.49594,346.92713
2022-07-04T06:00:00.000000000,296.74,296.74,218.56151,218.56151,245.1603,342.6866
