datetime,actual,spci_actual,predicted,spci_predicted,lower bound,upper bound
2022-07-02T00:00:00.000000000,107.71,107.71,94.25368,94.25366,60.52561,124.54047
2022-07-02T01:00:00.000000000,127.91,127.91,122.79285,122.79283,95.36606,160.14396
2022-07-02T02:00:00.000000000,169.31,169.31,160.0687,160.0687,127.44252,190.45117
2022-07-02T03:00:00.000000000,217.19,217.19,189.8835,189.88352,167.67349,231.39411
2022-07-02T04:00:00.000000000,231.37,231.37,205.00912,205.00914,193.51651,273.59679
2022-07-02T05:00:00.000000000,232.7,232.7,207.133,207.133,197.55337,276.78478
2022-07-02T06:00:00.000000000,217.56,217.56,199.3406,199.3406,188.11101,269.46755
2022-07-02T07:00:00.000000000,204.25,204.25,188.64168,188.64168,163.11684,226.08802
2022-07-02T08:00:00.000000000,177.75,177.75,181.21839,181.21838,155.30677,217.15128
2022-07-02T09:00:00.000000000,168.08,168.08,175.02914,175.02914,141.35704,205.59084
2022-07-02T10:00:00.000000000,166.65,166.65,169.08723,169.08723,128.09824,189.43923
2022-07-02T11:00:00.000000000,159.24,159.24,167.42323,167.42323,129.971,194.60028
2022-07-02T12:00:00.000000000,161.72,161.72,167.7478,167.7478,125.83608,187.71171
2022-07-02T13:00:00.000000000,155.69,155.69,161.45807,161.45807,118.90604,181.39485
2022-07-02T14:00:00.000000000,134.43,134.43,145.61792,145.61793,106.19117,170.48311
2022-07-02T15:00:00.000000000,91.89,91.89,121.73356,121.73357,81.70266,145.87575
2022-07-02T16:00:00.000000000,83.17,83.17,97.71738,97.71739,24.95075,107.35773
2022-07-02T17:00:00.000000000,79.5,79.5,84.17896,84.17896,43.40364,107.40376
2022-07-02T18:00:00.000000000,77.78,77.78,83.64144,83.64144,46.86036,111.7266
2022-07-02T19:00:00.000000000,72.52,72.52,84.32052,84.32051,44.89779,106.12566
2022-07-02T20:00:00.000000000,68.07,68.07,81.11084,81.11084,41.61451,102.78209
2022-07-02T21:00:00.000000000,66.67,66.67,79.38754,79.38753,39.10354,101.16572
2022-07-02T22:00:00.000000000,70.14,70.14,80.34925,80.34923,39.36017,101.93357
2022-07-02T23:00:00.000000000,74.33,74.33,84.70082,84.7008,44.41301,106.88846
2022-07-03T00:00:00.000000000,85.18,85.18,80.83702,80.83703,40.93822,103.67874
2022-07-03T01:00:00.000000000,95.73,95.73,109.2617,109.26172,73.49809,139.86099
2022-07-03T02:00:00.000000000,123.6,123.6,147.82662,147.82662,107.54474,170.02411
2022-07-03T03:00:00.000000000,192.55,192.55,178.89728,178.89728,126.5843,196.99062
2022-07-03T04:00:00.000000000,216.49,216.49,193.42378,193.42378,165.41067,227.37275
2022-07-03T05:00:00.000000000,203.46,203.46,193.98853,193.98851,172.99449,253.04405
2022-07-03T06:00:00.000000000,184.34,184.34,186.10979,186.10979,157.0311,219.97996
2022-07-03T07:00:00.000000000,172.76,172.76,175.96196,175.96197,142.57794,206.51858
2022-07-03T08:00:00.000000000,151.46,151.46,167.34076,167.34077,130.59366,196.42181
2022-07-03T09:00:00.000000000,136.98,136.98,159.87179,159.87181,121.27089,184.73625
2022-07-03T10:00:00.000000000,141.58,141.58,156.21169,156.21169,104.5731,174.23487
2022-07-03T11:00:00.000000000,127.6,127.6,157.26556,157.26556,117.83203,180.54581
2022-07-03T12:00:00.000000000,120.08,120.08,157.89558,157.89559,92.26132,174.05826
2022-07-03T13:00:00.000000000,127.51,127.51,150.79727,150.79728,74.5261,160.27723
2022-07-03T14:00:00.000000000,112.28,112.28,133.62438,133.62439,81.35119,153.43527
2022-07-03T15:00:00.000000000,88.95,88.95,108.67607,108.67607,69.0349,132.03395
2022-07-03T16:00:00.000000000,92.49,92.49,84.63227,84.63227,43.80713,104.37901
2022-07-03T17:00:00.000000000,88.81,88.81,71.42404,71.42404,44.47604,108.85178
2022-07-03T18:00:00.000000000,82.65,82.65,69.49366,69.49366,47.35794,124.02766
2022-07-03T19:00:00.000000000,75.78,75.78,67.60127,67.60128,42.03806,105.0656
2022-07-03T20:00:00.000000000,73.1,73.1,64.51546,64.51547,39.03692,101.00355
2022-07-03T21:00:00.000000000,67.55,67.55,65.28779,65.28779,38.83525,103.97113
2022-07-03T22:00:00.000000000,70.18,70.18,68.13481,68.1348,39.05601,99.32814
2022-07-03T23:00:00.000000000,73.58,73.58,73.03931,73.03931,36.03224,102.72542
2022-07-04T00:00:00.000000000,82.64,82.64,76.83854,76.83851,42.74442,106.97171
2022-07-04T01:00:00.000000000,90.77,90.77,101.76026,101.76025,68.4471,132.52621
2022-07-04T02:00:00.000000000,105.86,105.86,138.56843,138.56843,99.1386,161.95647
2022-07-04T03:00:00.000000000,159.7,159.7,167.90731,167.90731,95.40407,183.80035
2022-07-04T04:00:00.000000000,180.06,180.06,180.35211,180.35211,140.2035,202.02957
2022-07-04T05:00:00.000000000,173.51,173.51,181.44109,181.44109,144.66955,212.00257
2022-07-04T06:00:00.000000000,149.39,149.39,176.6851,176.6851,136.23521,196.34682
2022-07-04T07:00:00.000000000,145.51,145.51,168.54554,168.54554,102.00686,182.78821
2022-07-04T08:00:00.000000000,127.89,127.89,158.9607,158.9607,111.60725,180.58566
2022-07-04T09:00:00.000000000,122.0,122.0,149.47961,149.47961,87.7318,167.54038
2022-07-04T10:00:00.000000000,116.19,116.19,145.27113,145.27114,72.14218,155.92007
2022-07-04T11:00:00.000000000,107.38,107.38,148.87226,148.87226,88.58372,168.26106
2022-07-04T12:00:00.000000000,108.11,108.11,151.53202,151.53202,77.39186,162.13404
2022-07-04T13:00:00.000000000,119.73,119.73,144.27268,144.27268,72.80097,159.85646
2022-07-04T14:00:00.000000000,111.93,111.93,126.6548,126.6548,70.37424,144.74873
2022-07-04T15:00:00.000000000,92.71,92.71,105.05301,105.05301,60.702,122.77844
2022-07-04T16:00:00.000000000,82.26,82.26,88.12474,88.12475,46.57965,109.83997
2022-07-04T17:00:00.000000000,76.81,76.81,79.57144,79.57145,40.48411,104.15502
2022-07-04T18:00:00.000000000,68.58,68.58,75.99877,75.99877,39.23105,105.68354
2022-07-04T19:00:00.000000000,66.95,66.95,69.19453,69.19454,31.18258,93.56463
