datetime,actual,spci_actual,predicted,spci_predicted,lower bound,upper bound
2022-07-02T00:00:00.000000000,267.97,267.97,260.66673,260.66673,243.80829,281.33279
2022-07-02T01:00:00.000000000,266.6,266.6,256.41462,256.41462,241.14319,277.14511
2022-07-02T02:00:00.000000000,277.27,277.27,250.39186,250.39186,234.912,288.19296
2022-07-02T03:00:00.000000000,280.01,280.01,242.10377,242.10377,232.06503,286.11972
2022-07-02T04:00:00.000000000,274.49,274.49,235.5597,235.5597,225.52893,279.13164
2022-07-02T05:00:00.000000000,266.1,266.1,232.36703,232.36703,225.48212,278.68184
2022-07-02T06:00:00.000000000,258.39,258.39,230.93441,230.93441,221.31458,273.91093
2022-07-02T07:00:00.000000000,254.36,254.36,231.72184,231.72184,221.64159,274.52108
2022-07-02T08:00:00.000000000,244.63,244.63,233.98675,233.98675,226.97122,280.00623
2022-07-02T09:00:00.000000000,244.63,244.63,237.5296,237.52959,218.15268,267.08423
2022-07-02T10:00:00.000000000,241.47,241.47,242.25813,242.25814,224.00074,261.139
2022-07-02T11:00:00.000000000,239.56,239.56,247.42272,247.42272,230.29346,266.74019
2022-07-02T12:00:00.000000000,250.81,250.81,250.36487,250.36487,216.44342,256.06964
2022-07-02T13:00:00.000000000,256.11,256.11,252.81058,252.81058,237.10858,273.51342
2022-07-02T14:00:00.000000000,258.3,258.3,254.05353,254.05353,238.65035,274.87904
2022-07-02T15:00:00.000000000,259.54,259.54,254.30295,254.30295,238.66684,275.15412
2022-07-02T16:00:00.000000000,257.92,257.92,253.48278,253.48278,238.13742,274.11407
2022-07-02T17:00:00.000000000,261.74,261.74,253.41016,253.41016,236.46756,274.06972
2022-07-02T18:00:00.000000000,261.29,261.29,253.46671,253.46671,236.38779,272.03608
2022-07-02T19:00:00.000000000,262.79,262.79,254.33047,254.33047,238.98651,275.04949
2022-07-02T20:00:00.000000000,265.62,265.62,254.76594,254.76594,239.42601,273.95115
2022-07-02T21:00:00.000000000,262.07,262.07,254.60439,254.60439,239.25179,294.50824
2022-07-02T22:00:00.000000000,258.75,258.75,254.77541,254.7754,238.85112,275.47777
2022-07-02T23:00:00.000000000,263.34,263.34,254.37705,254.37705,239.03664,275.34849
2022-07-03T00:00:00.000000000,270.18,270.18,253.53564,253.53564,237.65856,273.13346
2022-07-03T01:00:00.000000000,272.92,272.92,252.09984,252.09984,241.34681,294.95119
2022-07-03T02:00:00.000000000,268.64,268.64,250.23002,250.23002,238.82807,292.41575
2022-07-03T03:00:00.000000000,260.79,260.79,246.48536,246.48536,236.43832,289.7198
2022-07-03T04:00:00.000000000,254.79,254.79,244.19689,244.19689,233.0585,286.16045
2022-07-03T05:00:00.000000000,246.67,246.67,244.68222,244.68222,229.18234,281.65215
2022-07-03T06:00:00.000000000,239.62,239.62,245.68999,245.68999,230.32139,266.85485
2022-07-03T07:00:00.000000000,235.91,235.91,247.41634,247.41634,215.39629,259.57021
2022-07-03T08:00:00.000000000,237.51,237.51,249.47518,249.47518,215.61521,255.05302
2022-07-03T09:00:00.000000000,239.96,239.96,251.71124,251.71124,218.52338,258.49859
2022-07-03T10:00:00.000000000,236.28,236.28,253.88078,253.88077,221.6159,262.02362
2022-07-03T11:00:00.000000000,235.81,235.81,256.07098,256.07098,225.05795,264.22325
2022-07-03T12:00:00.000000000,240.16,240.16,256.60253,256.60253,222.60819,262.44088
2022-07-03T13:00:00.000000000,243.01,243.01,257.2526,257.2526,223.50434,262.99469
2022-07-03T14:00:00.000000000,246.77,246.77,257.03472,257.03472,222.85171,262.75135
2022-07-03T15:00:00.000000000,239.07,239.07,256.09585,256.09584,222.44218,261.85234
2022-07-03T16:00:00.000000000,238.38,238.38,254.50385,254.50386,221.31817,262.50384
2022-07-03T17:00:00.000000000,240.68,240.68,253.4357,253.4357,219.33971,259.05898
2022-07-03T18:00:00.000000000,242.35,242.35,252.64181,252.64181,219.05741,258.48688
2022-07-03T19:00:00.000000000,244.4,244.4,253.11276,253.11276,219.20644,258.4399
2022-07-03T20:00:00.000000000,249.89,249.89,253.17313,253.17313,219.48636,259.89718
2022-07-03T21:00:00.000000000,252.64,252.64,252.41817,252.41817,227.33533,270.95891
2022-07-03T22:00:00.000000000,249.29,249.29,251.55862,251.55862,236.10403,272.26863
2022-07-03T23:00:00.000000000,251.85,251.85,251.39454,251.39454,229.20507,272.04259
2022-07-04T00:00:00.000000000,259.68,259.68,248.09442,248.09442,231.4388,267.68934
2022-07-04T01:00:00.000000000,266.08,266.08,245.21701,245.21703,230.16299,286.49783
2022-07-04T02:00:00.000000000,259.19,259.19,241.12697,241.12697,234.32977,289.21069
2022-07-04T03:00:00.000000000,252.32,252.32,235.33504,235.33504,225.30629,281.75259
2022-07-04T04:00:00.000000000,246.82,246.82,230.76693,230.76693,220.7636,277.1505
2022-07-04T05:00:00.000000000,239.14,239.14,229.18419,229.18418,218.6249,271.99256
2022-07-04T06:00:00.000000000,227.05,227.05,228.86348,228.86348,213.80521,269.17172
2022-07-04T07:00:00.000000000,223.39,223.39,229.90137,229.90137,211.89443,249.21814
2022-07-04T08:00:00.000000000,218.17,218.17,231.76852,231.76851,200.1608,246.57879
2022-07-04T09:00:00.000000000,218.03,218.03,234.74042,234.74042,200.73194,240.59906
2022-07-04T10:00:00.000000000,216.14,216.14,237.92445,237.92445,204.07638,243.32312
2022-07-04T11:00:00.000000000,222.63,222.63,241.76464,241.76464,208.05849,247.18068
2022-07-04T12:00:00.000000000,227.75,227.75,244.19621,244.19621,210.44311,250.1619
2022-07-04T13:00:00.000000000,222.29,222.29,246.06797,246.06797,211.9507,251.73298
2022-07-04T14:00:00.000000000,217.72,217.72,246.92257,246.92257,213.43653,252.50632
2022-07-04T15:00:00.000000000,215.36,215.36,246.80278,246.80278,184.09682,235.81584
2022-07-04T16:00:00.000000000,221.82,221.82,246.01757,246.01757,181.71624,233.36547
2022-07-04T17:00:00.000000000,231.89,231.89,245.49688,245.49688,211.938,253.32747
2022-07-04T18:00:00.000000000,236.76,236.76,245.08047,245.08047,211.17824,250.72967
2022-07-04T19:00:00.000000000,240.53,240.53,245.86444,245.86444,212.15224,251.41115
2022-07-04T20:00:00.000000000,242.46,242.46,246.51882,246.51882,217.83698,264.31549
2022-07-04T21:00:00.000000000,244.88,244.88,246.81978,246.81978,231.42826,266.40973
2022-07-04T22:00:00.000000000,243.02,243.02,246.90391,246.90391,231.43126,267.95642
2022-07-04T23:00:00.000000000,249.15,249.15,246.84247,246.84249,222.37176,265.81021
2022-07-05T00:00:00.000000000,257.83,257.83,255.38445,255.38445,239.77749,276.67105
2022-07-05T01:00:00.000000000,267.86,267.86,250.58343,250.58343,234.89659,271.27552
2022-07-05T02:00:00.000000000,268.38,268.38,244.37924,244.37924,233.76882,287.70561
2022-07-05T03:00:00.000000000,260.47,260.47,236.44275,236.44275,227.05572,281.87702
2022-07-05T04:00:00.000000000,252.78,252.78,230.30006,230.30006,220.25565,274.36661
2022-07-05T05:00:00.000000000,242.33,242.33,227.8532,227.8532,217.84527,273.85331
2022-07-05T06:00:00.000000000,238.46,238.46,226.96751,226.96751,216.8193,270.25015
2022-07-05T07:00:00.000000000,235.1,235.1,228.32414,228.32414,213.8339,269.56738
2022-07-05T08:00:00.000000000,232.58,232.58,231.2167,231.2167,215.82915,251.94021
2022-07-05T09:00:00.000000000,232.56,232.56,235.57874,235.57874,217.42691,254.89567
2022-07-05T10:00:00.000000000,239.82,239.82,240.52367,240.52367,224.91154,261.36827
2022-07-05T11:00:00.000000000,247.27,247.27,245.97719,245.97719,230.53034,266.66752
2022-07-05T12:00:00.000000000,258.55,258.55,249.38748,249.38747,234.34665,270.33234
2022-07-05T13:00:00.000000000,267.04,267.04,251.8965,251.89649,236.3201,273.01282
2022-07-05T14:00:00.000000000,271.12,271.12,253.31719,253.31719,243.28339,296.97781
2022-07-05T15:00:00.000000000,272.58,272.58,253.48787,253.48787,244.08833,298.01021
2022-07-05T16:00:00.000000000,277.05,277.05,252.58819,252.58819,242.06464,295.00584
2022-07-05T17:00:00.000000000,278.52,278.52,251.94657,251.94657,244.90129,298.99218
2022-07-05T18:00:00.000000000,277.78,277.78,251.67144,251.67144,241.64851,293.99825
2022-07-05T19:00:00.000000000,269.19,269.19,252.61051,252.61051,241.7089,296.19815
2022-07-05T20:00:00.000000000,261.54,261.54,253.4404,253.4404,243.39471,295.58271
2022-07-05T21:00:00.000000000,255.39,255.39,254.07704,254.07704,238.6496,275.29453
2022-07-05T22:00:00.000000000,255.39,255.39,254.47316,254.47316,238.76833,275.62533
2022-07-05T23:00:00.000000000,259.46,259.46,254.00246,254.00246,238.63659,275.2724
2022-07-06T00:00:00.000000000,276.44,276.44,258.47191,258.47191,243.07242,279.72959
2022-07-06T01:00:00.000000000,281.91,281.91,254.54725,254.54725,244.51114,296.49994
2022-07-06T02:00:00.000000000,277.77,277.77,248.71346,248.71346,240.89451,292.60566
2022-07-06T03:00:00.000000000,269.06,269.06,240.57204,240.57204,230.5303,282.81946
2022-07-06T04:00:00.000000000,261.0,261.0,233.64579,233.64579,223.60824,275.8377
2022-07-06T05:00:00.000000000,253.54,253.54,229.66723,229.66723,221.69416,275.96158
2022-07-06T06:00:00.000000000,248.44,248.44,227.28449,227.28449,217.23194,270.69771
2022-07-06T07:00:00.000000000,243.57,243.57,227.1378,227.1378,216.97772,271.84319
2022-07-06T08:00:00.000000000,240.6,240.6,228.88113,228.88113,218.84838,271.75898
2022-07-06T09:00:00.000000000,243.45,243.45,232.50276,232.50276,220.21918,276.20691
2022-07-06T10:00:00.000000000,245.77,245.77,237.69701,237.69701,222.27956,277.99811
2022-07-06T11:00:00.000000000,250.03,250.03,243.67849,243.67849,228.04528,264.38318
2022-07-06T12:00:00.000000000,257.87,257.87,247.5554,247.5554,232.20857,268.28578
2022-07-06T13:00:00.000000000,261.12,261.12,250.46034,250.46034,234.82844,282.18184
2022-07-06T14:00:00.000000000,261.28,261.28,251.89275,251.89275,232.90339,286.09242
2022-07-06T15:00:00.000000000,257.76,257.76,252.15238,252.15238,233.41008,286.54315
2022-07-06T16:00:00.000000000,257.4,257.4,251.30895,251.30895,235.95479,271.9943
2022-07-06T17:00:00.000000000,254.6,254.6,251.0667,251.0667,235.63579,272.255
2022-07-06T18:00:00.000000000,257.82,257.82,251.07146,251.07146,233.72602,270.3886
2022-07-06T19:00:00.000000000,261.43,261.43,251.99741,251.99741,236.64503,272.20184
2022-07-06T20:00:00.000000000,256.75,256.75,252.45457,252.45457,232.77739,282.99147
2022-07-06T21:00:00.000000000,254.53,254.53,252.42817,252.42817,237.06919,273.64531
2022-07-06T22:00:00.000000000,252.49,252.49,252.62306,252.62306,237.33963,273.80123
2022-07-06T23:00:00.000000000,259.19,259.19,252.37856,252.37856,235.12712,270.86923
2022-07-07T00:00:00.000000000,266.54,266.54,257.92662,257.92662,242.54696,280.17333
2022-07-07T01:00:00.000000000,272.18,272.18,255.84328,255.84328,240.45086,277.03836
2022-07-07T02:00:00.000000000,276.51,276.51,252.74055,252.74055,242.70041,296.43707
2022-07-07T03:00:00.000000000,271.09,271.09,247.51647,247.51647,235.60652,289.75783
2022-07-07T04:00:00.000000000,264.43,264.43,243.64198,243.64198,236.18123,290.35417
2022-07-07T05:00:00.000000000,254.89,254.89,242.54121,242.54121,232.51351,287.07109
2022-07-07T06:00:00.000000000,253.54,253.54,242.07419,242.07419,226.91356,283.86003
2022-07-07T07:00:00.000000000,247.81,247.81,242.71498,242.71498,227.15354,282.09228
2022-07-07T08:00:00.000000000,246.55,246.55,244.28573,244.28572,228.89144,265.72466
2022-07-07T09:00:00.000000000,247.45,247.45,246.73041,246.73041,231.39591,267.09898
2022-07-07T10:00:00.000000000,254.04,254.04,249.76728,249.7673,233.99443,270.93342
2022-07-07T11:00:00.000000000,261.19,261.19,253.37301,253.37301,237.89107,274.07742
2022-07-07T12:00:00.000000000,263.15,263.15,255.40632,255.40632,240.05716,276.40883
2022-07-07T13:00:00.000000000,261.76,261.76,257.15498,257.15498,241.73082,278.43299
2022-07-07T14:00:00.000000000,262.67,262.67,257.77991,257.77991,242.41725,278.60713
2022-07-07T15:00:00.000000000,261.57,261.57,257.34071,257.3407,242.00231,277.97444
2022-07-07T16:00:00.000000000,264.97,264.97,255.9095,255.9095,240.35886,276.66918
2022-07-07T17:00:00.000000000,269.99,269.99,254.86545,254.86545,236.32837,283.96767
2022-07-07T18:00:00.000000000,274.82,274.82,254.14482,254.1448,243.74602,296.92812
2022-07-07T19:00:00.000000000,275.02,275.02,254.71918,254.71918,247.26141,301.07201
2022-07-07T20:00:00.000000000,270.97,270.97,254.95331,254.95331,242.11481,299.08309
2022-07-07T21:00:00.000000000,268.03,268.03,254.60248,254.60248,241.29581,298.01284
2022-07-07T22:00:00.000000000,265.96,265.96,254.37465,254.37465,239.01765,296.23712
2022-07-07T23:00:00.000000000,262.61,262.61,254.54876,254.54876,239.97831,296.46957
2022-07-08T00:00:00.000000000,274.48,274.48,263.46258,263.46258,247.89479,285.75562
2022-07-08T01:00:00.000000000,283.25,283.25,259.30505,259.30505,243.82293,300.84586
2022-07-08T02:00:00.000000000,279.76,279.76,253.78836,253.78835,244.26008,298.34888
2022-07-08T03:00:00.000000000,272.06,272.06,246.01953,246.01953,236.00177,291.72251
2022-07-08T04:00:00.000000000,256.74,256.74,240.2134,240.2134,230.20069,283.05718
2022-07-08T05:00:00.000000000,248.16,248.16,237.90923,237.90923,229.31567,285.10291
2022-07-08T06:00:00.000000000,244.23,244.23,236.99239,236.99239,221.28632,274.64939
2022-07-08T07:00:00.000000000,240.98,240.98,238.12922,238.12922,220.57566,258.76428
2022-07-08T08:00:00.000000000,241.04,241.04,240.77559,240.77559,225.422,262.01949
2022-07-08T09:00:00.000000000,241.32,241.32,244.6289,244.6289,226.73394,265.56827
2022-07-08T10:00:00.000000000,242.36,242.36,249.42648,249.42648,234.03994,270.29706
2022-07-08T11:00:00.000000000,246.15,246.15,254.69505,254.69505,220.49276,260.65484
2022-07-08T12:00:00.000000000,250.7,250.7,257.74569,257.74569,224.1663,264.47043
2022-07-08T13:00:00.000000000,255.81,255.81,260.18202,260.18202,226.46876,265.04865
2022-07-08T14:00:00.000000000,259.14,259.14,261.4746,261.4746,243.57929,280.79215
2022-07-08T15:00:00.000000000,260.33,260.33,261.40815,261.40815,244.58638,280.99283
2022-07-08T16:00:00.000000000,259.67,259.67,260.00284,260.00285,244.58374,281.14591
2022-07-08T17:00:00.000000000,263.06,263.06,259.07356,259.07356,243.62892,280.01055
2022-07-08T18:00:00.000000000,265.52,265.52,258.48456,258.48456,240.68697,278.08311
2022-07-08T19:00:00.000000000,263.03,263.03,259.11708,259.11709,241.30328,278.7133
