index,time,pdu,measured_power_util
2095,126300000000,pdu10,0.739
2096,126300000000,pdu7,0.711
2097,126300000000,pdu8,0.71
2098,126300000000,pdu6,0.723
2099,126300000000,pdu9,0.737
2100,126600000000,pdu10,0.746
2101,126600000000,pdu7,0.712
2102,126600000000,pdu8,0.716
2103,126600000000,pdu6,0.728
2104,126600000000,pdu9,0.745
2105,126900000000,pdu10,0.746
2106,126900000000,pdu7,0.713
2107,126900000000,pdu8,0.717
2108,126900000000,pdu6,0.729
2109,126900000000,pdu9,0.746
2110,127200000000,pdu10,0.744
2111,127200000000,pdu7,0.711
2112,127200000000,pdu8,0.715
2113,127200000000,pdu6,0.726
2114,127200000000,pdu9,0.743
2115,127500000000,pdu10,0.736
2116,127500000000,pdu7,0.704
2117,127500000000,pdu8,0.707
2118,127500000000,pdu6,0.718
2119,127500000000,pdu9,0.734
2120,127800000000,pdu10,0.737
2121,127800000000,pdu7,0.705
2122,127800000000,pdu8,0.708
2123,127800000000,pdu6,0.719
2124,127800000000,pdu9,0.735
2125,128100000000,pdu10,0.737
2126,128100000000,pdu7,0.704
2127,128100000000,pdu8,0.706
2128,128100000000,pdu6,0.719
2129,128100000000,pdu9,0.735
2130,128400000000,pdu10,0.734
2131,128400000000,pdu7,0.702
2132,128400000000,pdu8,0.705
2133,128400000000,pdu6,0.715
2134,128400000000,pdu9,0.731
2135,128700000000,pdu10,0.731
2136,128700000000,pdu7,0.7
2137,128700000000,pdu8,0.702
2138,128700000000,pdu6,0.712
2139,128700000000,pdu9,0.729
2140,129000000000,pdu10,0.731
2141,129000000000,pdu7,0.7
2142,129000000000,pdu8,0.702
2143,129000000000,pdu6,0.713
2144,129000000000,pdu9,0.728
2145,129300000000,pdu10,0.729
2146,129300000000,pdu7,0.7
2147,129300000000,pdu8,0.701
2148,129300000000,pdu6,0.712
2149,129300000000,pdu9,0.726
2150,129600000000,pdu10,0.723
2151,129600000000,pdu7,0.696
2152,129600000000,pdu8,0.698
2153,129600000000,pdu6,0.709
2154,129600000000,pdu9,0.72
2155,129900000000,pdu10,0.716
2156,129900000000,pdu7,0.691
2157,129900000000,pdu8,0.692
2158,129900000000,pdu6,0.702
2159,129900000000,pdu9,0.712
2160,130200000000,pdu10,0.714
2161,130200000000,pdu7,0.691
2162,130200000000,pdu8,0.691
2163,130200000000,pdu6,0.703
2164,130200000000,pdu9,0.709
2165,130500000000,pdu10,0.718
2166,130500000000,pdu7,0.695
2167,130500000000,pdu8,0.693
2168,130500000000,pdu6,0.706
2169,130500000000,pdu9,0.713
2170,130800000000,pdu10,0.721
2171,130800000000,pdu7,0.697
2172,130800000000,pdu8,0.696
2173,130800000000,pdu6,0.709
2174,130800000000,pdu9,0.717
2175,131100000000,pdu10,0.723
2176,131100000000,pdu7,0.697
2177,131100000000,pdu8,0.697
2178,131100000000,pdu6,0.71
2179,131100000000,pdu9,0.719
2180,131400000000,pdu10,0.721
2181,131400000000,pdu7,0.696
2182,131400000000,pdu8,0.695
2183,131400000000,pdu6,0.708
2184,131400000000,pdu9,0.717
2185,131700000000,pdu10,0.718
2186,131700000000,pdu7,0.693
2187,131700000000,pdu8,0.693
2188,131700000000,pdu6,0.703
2189,131700000000,pdu9,0.714
2190,132000000000,pdu10,0.717
2191,132000000000,pdu7,0.695
2192,132000000000,pdu8,0.694
2193,132000000000,pdu6,0.704
2194,132000000000,pdu9,0.714
2195,132300000000,pdu10,0.715
2196,132300000000,pdu7,0.693
2197,132300000000,pdu8,0.693
2198,132300000000,pdu6,0.702
2199,132300000000,pdu9,0.71
2200,132600000000,pdu10,0.716
2201,132600000000,pdu7,0.692
2202,132600000000,pdu8,0.692
2203,132600000000,pdu6,0.701
2204,132600000000,pdu9,0.709
2205,132900000000,pdu10,0.713
2206,132900000000,pdu7,0.689
2207,132900000000,pdu8,0.689
2208,132900000000,pdu6,0.698
2209,132900000000,pdu9,0.708
2210,133200000000,pdu10,0.71
2211,133200000000,pdu7,0.687
2212,133200000000,pdu8,0.686
2213,133200000000,pdu6,0.697
2214,133200000000,pdu9,0.706
2215,133500000000,pdu10,0.712
2216,133500000000,pdu7,0.69
2217,133500000000,pdu8,0.688
2218,133500000000,pdu6,0.7
2219,133500000000,pdu9,0.708
2220,133800000000,pdu10,0.714
2221,133800000000,pdu7,0.69
2222,133800000000,pdu8,0.69
2223,133800000000,pdu6,0.702
2224,133800000000,pdu9,0.71
2225,134100000000,pdu10,0.714
2226,134100000000,pdu7,0.691
2227,134100000000,pdu8,0.69
2228,134100000000,pdu6,0.703
2229,134100000000,pdu9,0.711
2230,134400000000,pdu10,0.711
2231,134400000000,pdu7,0.688
2232,134400000000,pdu8,0.686
2233,134400000000,pdu6,0.698
2234,134400000000,pdu9,0.707
2235,134700000000,pdu10,0.712
2236,134700000000,pdu7,0.69
2237,134700000000,pdu8,0.686
2238,134700000000,pdu6,0.7
2239,134700000000,pdu9,0.709
2240,135000000000,pdu10,0.714
2241,135000000000,pdu7,0.692
2242,135000000000,pdu8,0.688
2243,135000000000,pdu6,0.701
2244,135000000000,pdu9,0.712
2245,135300000000,pdu10,0.713
2246,135300000000,pdu7,0.689
2247,135300000000,pdu8,0.688
2248,135300000000,pdu6,0.697
2249,135300000000,pdu9,0.71
2250,135600000000,pdu10,0.713
2251,135600000000,pdu7,0.689
2252,135600000000,pdu8,0.689
2253,135600000000,pdu6,0.698
2254,135600000000,pdu9,0.71
2255,135900000000,pdu10,0.707
2256,135900000000,pdu7,0.686
2257,135900000000,pdu8,0.684
2258,135900000000,pdu6,0.693
2259,135900000000,pdu9,0.701
2260,136200000000,pdu10,0.709
2261,136200000000,pdu7,0.691
2262,136200000000,pdu8,0.686
2263,136200000000,pdu6,0.698
2264,136200000000,pdu9,0.703
2265,136500000000,pdu10,0.715
2266,136500000000,pdu7,0.698
2267,136500000000,pdu8,0.693
2268,136500000000,pdu6,0.705
2269,136500000000,pdu9,0.709
2270,136800000000,pdu10,0.715
2271,136800000000,pdu7,0.698
2272,136800000000,pdu8,0.695
2273,136800000000,pdu6,0.706
2274,136800000000,pdu9,0.709
2275,137100000000,pdu10,0.714
2276,137100000000,pdu7,0.699
2277,137100000000,pdu8,0.695
2278,137100000000,pdu6,0.705
2279,137100000000,pdu9,0.709
2280,137400000000,pdu10,0.712
2281,137400000000,pdu7,0.696
2282,137400000000,pdu8,0.694
2283,137400000000,pdu6,0.704
2284,137400000000,pdu9,0.706
2285,137700000000,pdu10,0.707
2286,137700000000,pdu7,0.694
2287,137700000000,pdu8,0.691
2288,137700000000,pdu6,0.701
2289,137700000000,pdu9,0.701
2290,138000000000,pdu10,0.711
2291,138000000000,pdu7,0.696
2292,138000000000,pdu8,0.692
2293,138000000000,pdu6,0.705
2294,138000000000,pdu9,0.705
2295,138300000000,pdu10,0.713
2296,138300000000,pdu7,0.697
2297,138300000000,pdu8,0.694
2298,138300000000,pdu6,0.707
2299,138300000000,pdu9,0.707
2300,138600000000,pdu10,0.712
2301,138600000000,pdu7,0.696
2302,138600000000,pdu8,0.693
2303,138600000000,pdu6,0.707
2304,138600000000,pdu9,0.705
2305,138900000000,pdu10,0.708
2306,138900000000,pdu7,0.692
2307,138900000000,pdu8,0.688
2308,138900000000,pdu6,0.703
2309,138900000000,pdu9,0.7
2310,139200000000,pdu10,0.71
2311,139200000000,pdu7,0.694
2312,139200000000,pdu8,0.69
2313,139200000000,pdu6,0.704
2314,139200000000,pdu9,0.703
2315,139500000000,pdu10,0.715
2316,139500000000,pdu7,0.703
2317,139500000000,pdu8,0.697
2318,139500000000,pdu6,0.708
2319,139500000000,pdu9,0.708
2320,139800000000,pdu10,0.712
2321,139800000000,pdu7,0.7
2322,139800000000,pdu8,0.696
2323,139800000000,pdu6,0.705
2324,139800000000,pdu9,0.706
2325,140100000000,pdu10,0.71
2326,140100000000,pdu7,0.696
2327,140100000000,pdu8,0.694
2328,140100000000,pdu6,0.704
2329,140100000000,pdu9,0.703
2330,140400000000,pdu10,0.711
2331,140400000000,pdu7,0.695
2332,140400000000,pdu8,0.693
2333,140400000000,pdu6,0.705
2334,140400000000,pdu9,0.704
2335,140700000000,pdu10,0.709
2336,140700000000,pdu7,0.694
2337,140700000000,pdu8,0.692
2338,140700000000,pdu6,0.703
2339,140700000000,pdu9,0.702
2340,141000000000,pdu10,0.703
2341,141000000000,pdu7,0.69
2342,141000000000,pdu8,0.688
2343,141000000000,pdu6,0.698
2344,141000000000,pdu9,0.697
2345,141300000000,pdu10,0.704
2346,141300000000,pdu7,0.689
2347,141300000000,pdu8,0.688
2348,141300000000,pdu6,0.698
2349,141300000000,pdu9,0.699
2350,141600000000,pdu10,0.708
2351,141600000000,pdu7,0.69
2352,141600000000,pdu8,0.693
2353,141600000000,pdu6,0.7
2354,141600000000,pdu9,0.703
2355,141900000000,pdu10,0.711
2356,141900000000,pdu7,0.693
2357,141900000000,pdu8,0.696
2358,141900000000,pdu6,0.703
2359,141900000000,pdu9,0.707
2360,142200000000,pdu10,0.712
2361,142200000000,pdu7,0.694
2362,142200000000,pdu8,0.697
2363,142200000000,pdu6,0.704
2364,142200000000,pdu9,0.708
2365,142500000000,pdu10,0.714
2366,142500000000,pdu7,0.697
2367,142500000000,pdu8,0.698
2368,142500000000,pdu6,0.705
2369,142500000000,pdu9,0.708
2370,142800000000,pdu10,0.709
2371,142800000000,pdu7,0.693
2372,142800000000,pdu8,0.693
2373,142800000000,pdu6,0.7
2374,142800000000,pdu9,0.704
2375,143100000000,pdu10,0.71
2376,143100000000,pdu7,0.694
2377,143100000000,pdu8,0.693
2378,143100000000,pdu6,0.702
2379,143100000000,pdu9,0.705
2380,143400000000,pdu10,0.71
2381,143400000000,pdu7,0.693
2382,143400000000,pdu8,0.692
2383,143400000000,pdu6,0.701
2384,143400000000,pdu9,0.705
2385,143700000000,pdu10,0.704
2386,143700000000,pdu7,0.689
2387,143700000000,pdu8,0.688
2388,143700000000,pdu6,0.696
2389,143700000000,pdu9,0.699
2390,144000000000,pdu10,0.709
2391,144000000000,pdu7,0.692
2392,144000000000,pdu8,0.693
2393,144000000000,pdu6,0.7
2394,144000000000,pdu9,0.704
2395,144300000000,pdu10,0.712
2396,144300000000,pdu7,0.694
2397,144300000000,pdu8,0.696
2398,144300000000,pdu6,0.704
2399,144300000000,pdu9,0.708
2400,144600000000,pdu10,0.714
2401,144600000000,pdu7,0.697
2402,144600000000,pdu8,0.699
2403,144600000000,pdu6,0.707
2404,144600000000,pdu9,0.71
2405,144900000000,pdu10,0.714
2406,144900000000,pdu7,0.699
2407,144900000000,pdu8,0.698
2408,144900000000,pdu6,0.707
2409,144900000000,pdu9,0.709
2410,145200000000,pdu10,0.704
2411,145200000000,pdu7,0.69
2412,145200000000,pdu8,0.689
2413,145200000000,pdu6,0.699
2414,145200000000,pdu9,0.697
2415,145500000000,pdu10,0.701
2416,145500000000,pdu7,0.688
2417,145500000000,pdu8,0.686
2418,145500000000,pdu6,0.697
2419,145500000000,pdu9,0.694
2420,145800000000,pdu10,0.703
2421,145800000000,pdu7,0.688
2422,145800000000,pdu8,0.687
2423,145800000000,pdu6,0.699
2424,145800000000,pdu9,0.697
2425,146100000000,pdu10,0.707
2426,146100000000,pdu7,0.691
2427,146100000000,pdu8,0.69
2428,146100000000,pdu6,0.702
2429,146100000000,pdu9,0.701
2430,146400000000,pdu10,0.706
2431,146400000000,pdu7,0.691
2432,146400000000,pdu8,0.692
2433,146400000000,pdu6,0.7
2434,146400000000,pdu9,0.703
2435,146700000000,pdu10,0.705
2436,146700000000,pdu7,0.69
2437,146700000000,pdu8,0.691
2438,146700000000,pdu6,0.7
2439,146700000000,pdu9,0.701
2440,147000000000,pdu10,0.707
2441,147000000000,pdu7,0.692
2442,147000000000,pdu8,0.691
2443,147000000000,pdu6,0.702
2444,147000000000,pdu9,0.702
2445,147300000000,pdu10,0.709
2446,147300000000,pdu7,0.693
2447,147300000000,pdu8,0.691
2448,147300000000,pdu6,0.703
2449,147300000000,pdu9,0.701
2450,147600000000,pdu10,0.707
2451,147600000000,pdu7,0.691
2452,147600000000,pdu8,0.689
2453,147600000000,pdu6,0.701
2454,147600000000,pdu9,0.698
2455,147900000000,pdu10,0.709
2456,147900000000,pdu7,0.694
2457,147900000000,pdu8,0.691
2458,147900000000,pdu6,0.701
2459,147900000000,pdu9,0.699
2460,148200000000,pdu10,0.715
2461,148200000000,pdu7,0.699
2462,148200000000,pdu8,0.697
2463,148200000000,pdu6,0.708
2464,148200000000,pdu9,0.709
2465,148500000000,pdu10,0.72
2466,148500000000,pdu7,0.703
2467,148500000000,pdu8,0.702
2468,148500000000,pdu6,0.714
2469,148500000000,pdu9,0.718
2470,148800000000,pdu10,0.729
2471,148800000000,pdu7,0.709
2472,148800000000,pdu8,0.708
2473,148800000000,pdu6,0.721
2474,148800000000,pdu9,0.725
2475,149100000000,pdu10,0.728
2476,149100000000,pdu7,0.708
2477,149100000000,pdu8,0.707
2478,149100000000,pdu6,0.721
2479,149100000000,pdu9,0.725
2480,149400000000,pdu10,0.727
2481,149400000000,pdu7,0.706
2482,149400000000,pdu8,0.705
2483,149400000000,pdu6,0.718
2484,149400000000,pdu9,0.724
2485,149700000000,pdu10,0.734
2486,149700000000,pdu7,0.711
2487,149700000000,pdu8,0.71
2488,149700000000,pdu6,0.719
2489,149700000000,pdu9,0.73
2490,150000000000,pdu10,0.738
2491,150000000000,pdu7,0.714
2492,150000000000,pdu8,0.713
2493,150000000000,pdu6,0.722
2494,150000000000,pdu9,0.734
2495,150300000000,pdu10,0.74
2496,150300000000,pdu7,0.717
2497,150300000000,pdu8,0.715
2498,150300000000,pdu6,0.727
2499,150300000000,pdu9,0.736
2500,150600000000,pdu10,0.743
2501,150600000000,pdu7,0.717
2502,150600000000,pdu8,0.717
2503,150600000000,pdu6,0.729
2504,150600000000,pdu9,0.738
2505,150900000000,pdu10,0.739
2506,150900000000,pdu7,0.713
2507,150900000000,pdu8,0.713
2508,150900000000,pdu6,0.725
2509,150900000000,pdu9,0.734
2510,151200000000,pdu10,0.741
2511,151200000000,pdu7,0.715
2512,151200000000,pdu8,0.715
2513,151200000000,pdu6,0.726
2514,151200000000,pdu9,0.736
2515,151500000000,pdu10,0.739
2516,151500000000,pdu7,0.714
2517,151500000000,pdu8,0.714
2518,151500000000,pdu6,0.724
2519,151500000000,pdu9,0.735
2520,151800000000,pdu10,0.735
2521,151800000000,pdu7,0.711
2522,151800000000,pdu8,0.709
2523,151800000000,pdu6,0.721
2524,151800000000,pdu9,0.729
2525,152100000000,pdu10,0.734
2526,152100000000,pdu7,0.712
2527,152100000000,pdu8,0.709
2528,152100000000,pdu6,0.721
2529,152100000000,pdu9,0.729
2530,152400000000,pdu10,0.734
2531,152400000000,pdu7,0.715
2532,152400000000,pdu8,0.71
2533,152400000000,pdu6,0.722
2534,152400000000,pdu9,0.731
2535,152700000000,pdu10,0.738
2536,152700000000,pdu7,0.718
2537,152700000000,pdu8,0.714
2538,152700000000,pdu6,0.727
2539,152700000000,pdu9,0.736
2540,153000000000,pdu10,0.739
2541,153000000000,pdu7,0.722
2542,153000000000,pdu8,0.715
2543,153000000000,pdu6,0.727
2544,153000000000,pdu9,0.736
2545,153300000000,pdu10,0.74
2546,153300000000,pdu7,0.722
2547,153300000000,pdu8,0.715
2548,153300000000,pdu6,0.727
2549,153300000000,pdu9,0.736
2550,153600000000,pdu10,0.737
2551,153600000000,pdu7,0.72
2552,153600000000,pdu8,0.714
2553,153600000000,pdu6,0.726
2554,153600000000,pdu9,0.734
2555,153900000000,pdu10,0.737
2556,153900000000,pdu7,0.721
2557,153900000000,pdu8,0.713
2558,153900000000,pdu6,0.727
2559,153900000000,pdu9,0.732
2560,154200000000,pdu10,0.736
2561,154200000000,pdu7,0.719
2562,154200000000,pdu8,0.71
2563,154200000000,pdu6,0.725
2564,154200000000,pdu9,0.73
2565,154500000000,pdu10,0.738
2566,154500000000,pdu7,0.72
2567,154500000000,pdu8,0.712
2568,154500000000,pdu6,0.727
2569,154500000000,pdu9,0.733
2570,154800000000,pdu10,0.739
2571,154800000000,pdu7,0.719
2572,154800000000,pdu8,0.713
2573,154800000000,pdu6,0.727
2574,154800000000,pdu9,0.734
2575,155100000000,pdu10,0.739
2576,155100000000,pdu7,0.72
2577,155100000000,pdu8,0.715
2578,155100000000,pdu6,0.728
2579,155100000000,pdu9,0.735
2580,155400000000,pdu10,0.74
2581,155400000000,pdu7,0.721
2582,155400000000,pdu8,0.716
2583,155400000000,pdu6,0.728
2584,155400000000,pdu9,0.736
2585,155700000000,pdu10,0.74
2586,155700000000,pdu7,0.721
2587,155700000000,pdu8,0.717
2588,155700000000,pdu6,0.728
2589,155700000000,pdu9,0.736
2590,156000000000,pdu10,0.74
2591,156000000000,pdu7,0.72
2592,156000000000,pdu8,0.716
2593,156000000000,pdu6,0.728
2594,156000000000,pdu9,0.735
2595,156300000000,pdu10,0.733
2596,156300000000,pdu7,0.713
2597,156300000000,pdu8,0.711
2598,156300000000,pdu6,0.721
2599,156300000000,pdu9,0.728
2600,156600000000,pdu10,0.731
2601,156600000000,pdu7,0.71
2602,156600000000,pdu8,0.708
2603,156600000000,pdu6,0.718
2604,156600000000,pdu9,0.725
2605,156900000000,pdu10,0.731
2606,156900000000,pdu7,0.71
2607,156900000000,pdu8,0.707
2608,156900000000,pdu6,0.717
2609,156900000000,pdu9,0.725
2610,157200000000,pdu10,0.731
2611,157200000000,pdu7,0.711
2612,157200000000,pdu8,0.707
2613,157200000000,pdu6,0.719
2614,157200000000,pdu9,0.724
2615,157500000000,pdu10,0.73
2616,157500000000,pdu7,0.71
2617,157500000000,pdu8,0.707
2618,157500000000,pdu6,0.718
2619,157500000000,pdu9,0.724
2620,157800000000,pdu10,0.728
2621,157800000000,pdu7,0.709
2622,157800000000,pdu8,0.704
2623,157800000000,pdu6,0.717
2624,157800000000,pdu9,0.722
2625,158100000000,pdu10,0.729
2626,158100000000,pdu7,0.708
2627,158100000000,pdu8,0.703
2628,158100000000,pdu6,0.718
2629,158100000000,pdu9,0.723
2630,158400000000,pdu10,0.729
2631,158400000000,pdu7,0.708
2632,158400000000,pdu8,0.701
2633,158400000000,pdu6,0.717
2634,158400000000,pdu9,0.722
2635,158700000000,pdu10,0.729
2636,158700000000,pdu7,0.706
2637,158700000000,pdu8,0.701
2638,158700000000,pdu6,0.714
2639,158700000000,pdu9,0.724
2640,159000000000,pdu10,0.733
2641,159000000000,pdu7,0.709
2642,159000000000,pdu8,0.706
2643,159000000000,pdu6,0.719
2644,159000000000,pdu9,0.728
2645,159300000000,pdu10,0.734
2646,159300000000,pdu7,0.712
2647,159300000000,pdu8,0.708
2648,159300000000,pdu6,0.721
2649,159300000000,pdu9,0.73
2650,159600000000,pdu10,0.726
2651,159600000000,pdu7,0.707
2652,159600000000,pdu8,0.701
2653,159600000000,pdu6,0.714
2654,159600000000,pdu9,0.72
2655,159900000000,pdu10,0.724
2656,159900000000,pdu7,0.706
2657,159900000000,pdu8,0.699
2658,159900000000,pdu6,0.713
2659,159900000000,pdu9,0.718
2660,160200000000,pdu10,0.727
2661,160200000000,pdu7,0.708
2662,160200000000,pdu8,0.702
2663,160200000000,pdu6,0.717
2664,160200000000,pdu9,0.722
2665,160500000000,pdu10,0.728
2666,160500000000,pdu7,0.708
2667,160500000000,pdu8,0.702
2668,160500000000,pdu6,0.718
2669,160500000000,pdu9,0.723
2670,160800000000,pdu10,0.725
2671,160800000000,pdu7,0.707
2672,160800000000,pdu8,0.7
2673,160800000000,pdu6,0.716
2674,160800000000,pdu9,0.72
2675,161100000000,pdu10,0.724
2676,161100000000,pdu7,0.707
2677,161100000000,pdu8,0.699
2678,161100000000,pdu6,0.716
2679,161100000000,pdu9,0.719
2680,161400000000,pdu10,0.725
2681,161400000000,pdu7,0.708
2682,161400000000,pdu8,0.699
2683,161400000000,pdu6,0.716
2684,161400000000,pdu9,0.718
2685,161700000000,pdu10,0.722
2686,161700000000,pdu7,0.704
2687,161700000000,pdu8,0.696
2688,161700000000,pdu6,0.713
2689,161700000000,pdu9,0.714
2690,162000000000,pdu10,0.73
2691,162000000000,pdu7,0.711
2692,162000000000,pdu8,0.704
2693,162000000000,pdu6,0.721
2694,162000000000,pdu9,0.724
2695,162300000000,pdu10,0.728
2696,162300000000,pdu7,0.71
2697,162300000000,pdu8,0.702
2698,162300000000,pdu6,0.72
2699,162300000000,pdu9,0.721
2700,162600000000,pdu10,0.723
2701,162600000000,pdu7,0.706
2702,162600000000,pdu8,0.697
2703,162600000000,pdu6,0.716
2704,162600000000,pdu9,0.715
2705,162900000000,pdu10,0.721
2706,162900000000,pdu7,0.706
2707,162900000000,pdu8,0.695
2708,162900000000,pdu6,0.715
2709,162900000000,pdu9,0.713
2710,163200000000,pdu10,0.718
2711,163200000000,pdu7,0.702
2712,163200000000,pdu8,0.692
2713,163200000000,pdu6,0.711
2714,163200000000,pdu9,0.708
2715,163500000000,pdu10,0.718
2716,163500000000,pdu7,0.7
2717,163500000000,pdu8,0.692
2718,163500000000,pdu6,0.709
2719,163500000000,pdu9,0.708
2720,163800000000,pdu10,0.723
2721,163800000000,pdu7,0.704
2722,163800000000,pdu8,0.696
2723,163800000000,pdu6,0.713
2724,163800000000,pdu9,0.714
2725,164100000000,pdu10,0.724
2726,164100000000,pdu7,0.703
2727,164100000000,pdu8,0.696
2728,164100000000,pdu6,0.711
2729,164100000000,pdu9,0.716
2730,164400000000,pdu10,0.72
2731,164400000000,pdu7,0.7
2732,164400000000,pdu8,0.693
2733,164400000000,pdu6,0.707
2734,164400000000,pdu9,0.713
2735,164700000000,pdu10,0.714
2736,164700000000,pdu7,0.695
2737,164700000000,pdu8,0.687
2738,164700000000,pdu6,0.703
2739,164700000000,pdu9,0.705
2740,165000000000,pdu10,0.703
2741,165000000000,pdu7,0.687
2742,165000000000,pdu8,0.676
2743,165000000000,pdu6,0.693
2744,165000000000,pdu9,0.691
2745,165300000000,pdu10,0.687
2746,165300000000,pdu7,0.678
2747,165300000000,pdu8,0.667
2748,165300000000,pdu6,0.683
2749,165300000000,pdu9,0.676
2750,165600000000,pdu10,0.675
2751,165600000000,pdu7,0.669
2752,165600000000,pdu8,0.66
2753,165600000000,pdu6,0.674
2754,165600000000,pdu9,0.664
2755,165900000000,pdu10,0.675
2756,165900000000,pdu7,0.669
2757,165900000000,pdu8,0.661
2758,165900000000,pdu6,0.674
2759,165900000000,pdu9,0.665
2760,166200000000,pdu10,0.682
2761,166200000000,pdu7,0.674
2762,166200000000,pdu8,0.665
2763,166200000000,pdu6,0.679
2764,166200000000,pdu9,0.672
2765,166500000000,pdu10,0.691
2766,166500000000,pdu7,0.681
2767,166500000000,pdu8,0.67
2768,166500000000,pdu6,0.686
2769,166500000000,pdu9,0.681
2770,166800000000,pdu10,0.706
2771,166800000000,pdu7,0.691
2772,166800000000,pdu8,0.682
2773,166800000000,pdu6,0.698
2774,166800000000,pdu9,0.695
2775,167100000000,pdu10,0.715
2776,167100000000,pdu7,0.698
2777,167100000000,pdu8,0.691
2778,167100000000,pdu6,0.707
2779,167100000000,pdu9,0.705
2780,167400000000,pdu10,0.724
2781,167400000000,pdu7,0.705
2782,167400000000,pdu8,0.698
2783,167400000000,pdu6,0.713
2784,167400000000,pdu9,0.716
2785,167700000000,pdu10,0.722
2786,167700000000,pdu7,0.702
2787,167700000000,pdu8,0.695
2788,167700000000,pdu6,0.707
2789,167700000000,pdu9,0.714
2790,168000000000,pdu10,0.714
2791,168000000000,pdu7,0.694
2792,168000000000,pdu8,0.688
2793,168000000000,pdu6,0.699
2794,168000000000,pdu9,0.706
2795,168300000000,pdu10,0.696
2796,168300000000,pdu7,0.686
2797,168300000000,pdu8,0.676
2798,168300000000,pdu6,0.687
2799,168300000000,pdu9,0.688
2800,168600000000,pdu10,0.697
2801,168600000000,pdu7,0.685
2802,168600000000,pdu8,0.674
2803,168600000000,pdu6,0.69
2804,168600000000,pdu9,0.687
2805,168900000000,pdu10,0.7
2806,168900000000,pdu7,0.686
2807,168900000000,pdu8,0.674
2808,168900000000,pdu6,0.692
2809,168900000000,pdu9,0.688
2810,169200000000,pdu10,0.705
2811,169200000000,pdu7,0.69
2812,169200000000,pdu8,0.679
2813,169200000000,pdu6,0.698
2814,169200000000,pdu9,0.694
2815,169500000000,pdu10,0.709
2816,169500000000,pdu7,0.692
2817,169500000000,pdu8,0.681
2818,169500000000,pdu6,0.699
2819,169500000000,pdu9,0.698
2820,169800000000,pdu10,0.709
2821,169800000000,pdu7,0.691
2822,169800000000,pdu8,0.682
2823,169800000000,pdu6,0.699
2824,169800000000,pdu9,0.699
2825,170100000000,pdu10,0.711
2826,170100000000,pdu7,0.695
2827,170100000000,pdu8,0.684
2828,170100000000,pdu6,0.702
2829,170100000000,pdu9,0.701
2830,170400000000,pdu10,0.71
2831,170400000000,pdu7,0.693
2832,170400000000,pdu8,0.683
2833,170400000000,pdu6,0.7
2834,170400000000,pdu9,0.7
2835,170700000000,pdu10,0.713
2836,170700000000,pdu7,0.697
2837,170700000000,pdu8,0.686
2838,170700000000,pdu6,0.703
2839,170700000000,pdu9,0.704
2840,171000000000,pdu10,0.715
2841,171000000000,pdu7,0.698
2842,171000000000,pdu8,0.688
2843,171000000000,pdu6,0.704
2844,171000000000,pdu9,0.706
2845,171300000000,pdu10,0.714
2846,171300000000,pdu7,0.697
2847,171300000000,pdu8,0.688
2848,171300000000,pdu6,0.703
2849,171300000000,pdu9,0.705
2850,171600000000,pdu10,0.71
2851,171600000000,pdu7,0.694
2852,171600000000,pdu8,0.685
2853,171600000000,pdu6,0.701
2854,171600000000,pdu9,0.701
2855,171900000000,pdu10,0.71
2856,171900000000,pdu7,0.691
2857,171900000000,pdu8,0.683
2858,171900000000,pdu6,0.7
2859,171900000000,pdu9,0.699
2860,172200000000,pdu10,0.7
2861,172200000000,pdu7,0.681
2862,172200000000,pdu8,0.675
2863,172200000000,pdu6,0.694
2864,172200000000,pdu9,0.69
2865,172500000000,pdu10,0.687
2866,172500000000,pdu7,0.671
2867,172500000000,pdu8,0.666
2868,172500000000,pdu6,0.683
2869,172500000000,pdu9,0.678
2870,172800000000,pdu10,0.672
2871,172800000000,pdu7,0.664
2872,172800000000,pdu8,0.656
2873,172800000000,pdu6,0.672
2874,172800000000,pdu9,0.665
2875,173100000000,pdu10,0.667
2876,173100000000,pdu7,0.664
2877,173100000000,pdu8,0.655
2878,173100000000,pdu6,0.668
2879,173100000000,pdu9,0.66
2880,173400000000,pdu10,0.667
2881,173400000000,pdu7,0.666
2882,173400000000,pdu8,0.654
2883,173400000000,pdu6,0.667
2884,173400000000,pdu9,0.66
2885,173700000000,pdu10,0.677
2886,173700000000,pdu7,0.674
2887,173700000000,pdu8,0.662
2888,173700000000,pdu6,0.676
2889,173700000000,pdu9,0.669
2890,174000000000,pdu10,0.69
2891,174000000000,pdu7,0.684
2892,174000000000,pdu8,0.673
2893,174000000000,pdu6,0.687
2894,174000000000,pdu9,0.682
2895,174300000000,pdu10,0.693
2896,174300000000,pdu7,0.686
2897,174300000000,pdu8,0.677
2898,174300000000,pdu6,0.69
2899,174300000000,pdu9,0.686
2900,174600000000,pdu10,0.697
2901,174600000000,pdu7,0.688
2902,174600000000,pdu8,0.681
2903,174600000000,pdu6,0.693
2904,174600000000,pdu9,0.689
2905,174900000000,pdu10,0.691
2906,174900000000,pdu7,0.683
2907,174900000000,pdu8,0.677
2908,174900000000,pdu6,0.687
2909,174900000000,pdu9,0.685
2910,175200000000,pdu10,0.697
2911,175200000000,pdu7,0.688
2912,175200000000,pdu8,0.681
2913,175200000000,pdu6,0.692
2914,175200000000,pdu9,0.692
2915,175500000000,pdu10,0.706
2916,175500000000,pdu7,0.692
